concept,text,pleasant,attention,sensitivity,aptitude,polarity
cheap_shot,cheap shot,0.695,-0.525,0,0.957,0.726
cheap_stuff,cheap stuff,0.044,-0.661,0,0.361,0.355
cheapen,cheapen,-0.641,0,0.805,-0.579,-0.675
cheapjack,cheapjack,-0.774,0,0.874,-0.803,-0.817
cheat,cheat,-0.127,0.133,-0.121,0,-0.038
cheat_on,cheat on,-0.914,0,-0.728,-0.99,-0.877
cheat_partner,cheat partner,-0.914,0,-0.728,-0.99,-0.877
cheat_spouse,cheat spouse,0,-0.816,0.922,-0.748,-0.285
cheater,cheater,-0.97,0,0.549,-0.805,-0.775
cheating,cheating,0.842,-0.986,0,0.756,0.861
check,check,-0.028,0.193,0.013,0.053,0.068
check_account,check account,0,0.218,0,0.074,0.097
check_balance,check balance,-0.025,0.207,0.028,0.094,0.083
check_blood_pressure,check blood pressure,-0.128,0,-0.126,-0.086,-0.113
check_body,check body,-0.031,0,-0.106,-0.221,-0.119
check_breathe,check breathe,-0.053,0.094,-0.152,0,-0.037
check_doctor,check doctor,-0.062,0,-0.059,0,-0.04
check_email,check email,-0.069,0.224,0,0.133,0.096
check_health,check health,-0.043,0.067,-0.165,0.066,-0.025
check_into,check into,0.738,-0.757,0,0.854,0.783
check_listing,check listing,-0.109,0.098,0,-0.062,-0.024
check_mail,check mail,-0.122,0,-0.053,-0.029,-0.068
check_mirror,check mirror,-0.065,-0.007,0.016,0,-0.025
check_off,check off,0.547,-0.961,0,0.89,0.799
check_oneself_mirror,check oneself mirror,-0.094,0,0,-0.069,-0.054
check_out,check out,-0.075,0,0.009,-0.125,-0.07
check_over,check over,0.934,-0.825,0,0.729,0.829
check_price,check price,-0.072,0,0,-0.029,-0.034
check_pulse,check pulse,-0.135,-0.033,0,-0.104,-0.069
check_spelling,check spelling,0.044,-0.661,0,0.361,0.355
check_time,check time,-0.079,-0.004,0.079,-0.206,-0.12
check_tire,check tire,-0.072,0,0.009,0,-0.027
check_traffic,check traffic,0,-0.082,0.077,-0.207,-0.067
check_up,check up,-0.128,0,-0.126,-0.086,-0.113
check_up_car,check up car,0,0.71,0,0.799,0.503
check_up_on,check up on,0.936,-0.722,0,0.894,0.851
check_vital_sign,check vital sign,-0.075,0,-0.133,0,-0.069
check_wallet,check wallet,-0.049,0,0.011,-0.029,-0.03
check_weather,check weather,-0.094,-0.124,0.126,-0.234,-0.11
checkbook,checkbook,0,0.157,0.035,0,0.041
checkbook_cover,checkbook cover,0.022,-0.037,0.07,-0.13,-0.047
checkbook_holder,checkbook holder,0,0,0.036,-0.11,-0.049
checker,checker,0.085,-0.032,0.036,0,0.027
checkmate,checkmate,0.595,-0.5,0,0.712,0.602
checkup,checkup,0.934,-0.884,0,0.797,0.872
cheek,cheek,0,0,-0.05,-0.052,-0.034
cheekiness,cheekiness,0.579,-0.677,0,0.662,0.639
cheer,cheer,0.703,0.534,-0.216,0.243,0.421
cheer_team,cheer team,0,0,0,0.717,0.239
cheer_up,cheer up,0.841,0,0,0,0.28
cheerer,cheerer,0.574,-0.854,0,0.668,0.699
cheerful,cheerful,0.655,0.635,-0.237,0.3,0.451
cheerfully,cheerfully,0.655,0.635,-0.237,0.3,0.451
cheerfulness,cheerfulness,0.655,0.635,-0.237,0.3,0.451
cheering,cheering,0.761,0.603,-0.214,0.333,0.494
cheerleader,cheerleader,0.761,0.603,-0.214,0.333,0.494
cheerless,cheerless,-0.759,0.282,-0.429,-0.066,-0.324
cheerlessly,cheerlessly,-0.718,0.307,-0.407,-0.076,-0.298
cheerlessness,cheerlessness,-0.718,0.307,-0.407,-0.076,-0.298
cheery,cheery,0.918,0.476,-0.197,0.417,0.538
cheese,cheese,0.044,-0.661,0,0.361,0.355
cheese_platter,cheese platter,0.044,-0.661,0,0.361,0.355
cheeseburger,cheeseburger,0.711,0,0,0,0.237
cheetah,cheetah,0,0.161,-0.089,0.09,0.054
chef_special,chef special,0.108,0,0.014,0,0.031
chemical,chemical,0.045,0,0,0.051,0.032
chemical_change,chemical change,0.833,-0.507,0,0.519,0.62
chemical_element,chemical element,-0.575,0,0.954,-0.806,-0.778
chemical_irritant,chemical irritant,-0.829,0,0.642,-0.72,-0.73
chemical_process,chemical process,0,0,-0.109,-0.041,-0.05
chemical_reaction,chemical reaction,-0.031,0.07,-0.144,0,-0.035
chemiluminescence,chemiluminescence,-0.925,0,0.734,-0.51,-0.723
chemist,chemist,0.711,0,0,0,0.237
chemistry,chemistry,0.045,0,0,0.051,0.032
chemistry_equipment,chemistry equipment,0.032,0,0,0.052,0.028
chemosurgery,chemosurgery,-0.833,0,0.579,-0.815,-0.742
cherish,cherish,0.362,0.214,-0.178,0.28,0.226
cherry,cherry,0.02,-0.056,0,0,0.025
cherry_tree,cherry tree,0,0.17,0,0.151,0.107
cherub,cherub,0.026,0.18,-0.111,0.18,0.092
cherubic,cherubic,0.936,-0.815,0,0.83,0.86
chess,chess,0,0.119,0.015,0.165,0.09
chess_bishop,chess bishop,0,0,0,0.128,0.043
chess_game,chess game,0,0.106,0.029,0.216,0.098
chess_king,chess king,0,0.12,0,0.134,0.085
chess_knight,chess knight,0.025,0,0.026,0.082,0.027
chess_pawn,chess pawn,0,-0.007,0,0.063,0.023
chess_piece,chess piece,0,0,0,0.115,0.038
chess_queen,chess queen,0.027,-0.02,0.023,0.101,0.042
chess_rook,chess rook,0.042,-0.009,0.027,0.099,0.041
chess_set,chess set,0,0.106,0.029,0.216,0.098
chess_tournament,chess tournament,0,0,-0.05,-0.034,-0.028
chest,chest,0.042,-0.069,0,-0.037,0.025
chest_pain,chest pain,-0.207,0,-0.228,-0.191,-0.209
chesterfield,chesterfield,0.128,-0.111,0,-0.057,0.061
chestnut,chestnut,-0.741,0,0.585,-0.612,-0.646
chestnut_oak,chestnut oak,0.776,-0.6,0,0.568,0.648
chesty,chesty,-0.532,0,0.798,-0.73,-0.687
cheval_glass,cheval glass,0.584,-0.627,0,0.815,0.675
chevvy,chevvy,-0.603,0,0.517,-0.768,-0.629
chevy,chevy,-0.523,0,0.562,-0.722,-0.602
chew,chew,-0.063,0.183,0.651,-0.642,-0.391
chew_bone,chew bone,0.11,0,0,0.095,0.068
chew_food,chew food,0.026,0.069,0,0,0.032
chew_gum,chew gum,-0.097,0,0.023,-0.125,-0.082
chew_out,chew out,-0.553,0,0.577,-0.505,-0.545
chew_pencil,chew pencil,-0.21,0.114,-0.058,-0.08,-0.078
chew_the_fat,chew the fat,0.651,-0.929,0,0.657,0.746
chew_tobacco,chew tobacco,-0.105,-0.067,0.075,-0.288,-0.134
chew_up,chew up,-0.64,0,0.716,-0.761,-0.706
chewing_out,chewing out,-0.949,0,0.808,-0.636,-0.798
chewy,chewy,0.031,0,0.034,0.09,0.029
chic,chic,0.791,0.934,0,0.85,0.858
chicanery,chicanery,-0.601,0,0.982,-0.562,-0.715
chichi,chichi,0.973,-0.509,0,0.612,0.698
chick,chick,0.042,0.088,0,0,0.043
chicken,chicken,0.026,0.069,0,0,0.032
chicken_breast,chicken breast,-0.854,0,0.695,-0.658,-0.736
chicken_egg,chicken egg,-0.109,0,-0.09,0,-0.066
chicken_pox,chicken pox,0,0,0.753,-0.732,-0.495
chicken_rice,chicken rice,0.711,0,0,0,0.237
chicken_scratch,chicken scratch,-0.842,0,0.579,-0.747,-0.723
chicken_soup,chicken soup,0.957,0.818,0,0.919,0.898
chickweed,chickweed,-0.642,0,0.555,-0.627,-0.608
chicness,chicness,0.853,-0.764,0,0.966,0.861
chicory_escarole,chicory escarole,0.636,-0.796,0,0.552,0.661
chide,chide,-0.957,0,0.52,-0.705,-0.727
chiding,chiding,-0.99,0,0.709,-0.602,-0.767
chief,chief,-0.801,0,0.522,-0.83,-0.718
chigger,chigger,-0.292,-0.177,0.073,-0.315,-0.168
chihuahua,chihuahua,0.059,0.073,0,0,0.044
child,child,0.026,0.069,0,0,0.032
child_abuse,child abuse,-0.8,0,0.875,-0.745,-0.807
child_birthday,child birthday,0.776,0,0,0.853,0.543
child_book,child book,0,-0.171,-0.046,0.091,0.072
child_cry,child cry,-0.883,0,0,0,-0.294
child_game,child game,0.039,0,-0.063,0.163,0.046
child_growth,child growth,0.776,0,0,0.853,0.543
child_movie,child movie,0.928,0.778,0,0,0.569
child_neglect,child neglect,-0.8,0,0.875,-0.745,-0.807
child_play,child play,0.024,-0.106,0.062,0,0.023
child_plaything,child plaything,0.024,-0.106,0.062,0,0.023
child_prodigy,child prodigy,0.592,-0.931,0,0.935,0.819
child_smile,child smile,0.024,-0.046,0,0,0.023
child_suffer,child suffer,-0.781,0,0,0,-0.26
child_toy,child toy,0.03,-0.113,0.069,0,0.025
childhood,childhood,-0.066,0.19,0.039,0.103,0.063
childless,childless,-0.705,0,0.919,-0.732,-0.785
childlike,childlike,0,0,0.957,-0.857,-0.605
children,children,0.029,0.076,0,0,0.035
children_funtime,children funtime,0.711,0,0,0,0.237
children_in_safe_hands,children in safe hands,0,0.827,0,0.84,0.556
children_story,children story,0,-0.171,-0.046,0.091,0.072
children_toy,children toy,0.081,0.095,0,0,0.059
chili_sauce,chili sauce,-0.756,0,0.593,-0.591,-0.647
chill,chill,0.195,0.602,-0.28,0.135,0.217
chill_drink,chill drink,0,0.091,-0.06,0.114,0.048
chill_out,chill out,0.681,-0.572,0,0.632,0.628
chillax,chillax,-0.04,0.139,-0.078,0.106,0.042
chilliness,chilliness,-0.923,0,0.972,-0.674,-0.856
chilling,chilling,-0.47,0.391,-0.218,-0.155,-0.151
chilly,chilly,0.072,0.095,-0.073,0.058,0.051
chime,chime,0,0.086,0.019,0.182,0.083
chimpanzee,chimpanzee,0.02,0.071,0,0.069,0.053
china,china,0.039,0,0,0.053,0.031
chinatown,chinatown,-0.065,-0.022,-0.054,-0.118,-0.072
chinese_food,chinese food,0.711,0,0,0,0.237
chinkapin_oak,chinkapin oak,0.776,-0.6,0,0.568,0.648
chinquapin_oak,chinquapin oak,0.776,-0.6,0,0.568,0.648
chintzy,chintzy,-0.919,0,0.598,-0.522,-0.68
chip,chip,-0.838,0,0.521,-0.713,-0.691
chipmunk,chipmunk,0.026,0.082,-0.047,0.068,0.043
chips,chips,0.532,-0.682,0,0.984,0.733
chirk_up,chirk up,0.655,0.635,-0.237,0.3,0.451
chirpiness,chirpiness,0.975,-0.984,0,0.988,0.982
chisel,chisel,-0.023,-0.069,0.051,-0.11,-0.038
chiseler,chiseler,0.863,-0.592,0,0.995,0.817
chiseller,chiseller,0.863,-0.592,0,0.995,0.817
chit_chat,chit chat,0.048,-0.08,0.036,0,0.031
chitchat,chitchat,-0.515,0,0.545,-0.911,-0.657
chivalry,chivalry,0.268,0.252,-0.136,0.332,0.239
chivvy,chivvy,-0.837,0,0.978,-0.729,-0.848
chivy,chivy,-0.996,0,0.604,-0.917,-0.839
chlorine,chlorine,0,0,-0.058,-0.074,-0.044
chlorobenzene,chlorobenzene,0.843,-0.958,0,0.648,0.816
chloroquine,chloroquine,0.772,-0.832,0,0.731,0.778
chocolate,chocolate,0.088,-0.081,0,0,0.056
chocolate_bar,chocolate bar,0.077,-0.11,0.031,-0.049,0.036
chocolate_biscuit,chocolate biscuit,0.081,-0.089,0,0,0.057
chocolate_dessert,chocolate dessert,0.081,-0.089,0,0,0.057
chocolate_pudding,chocolate pudding,0.081,-0.089,0,0,0.057
chocolate_treat,chocolate treat,0.136,-0.112,0,0,0.083
choice,choice,0,0.35,-0.095,0.31,0.188
choiceness,choiceness,0.757,-0.827,0,0.982,0.855
choir,choir,0.506,0.659,-0.246,0.242,0.387
choir_orchestra,choir orchestra,0.445,0.37,-0.142,0.483,0.385
choir_stall,choir stall,0.024,0.211,0,0.209,0.148
choke,choke,-0.105,-0.042,-0.057,-0.15,-0.09
choke_death,choke death,-0.074,-0.008,-0.145,-0.2,-0.137
choke_food,choke food,-0.082,0,0,-0.072,-0.051
choker,choker,-0.628,0,0.94,-0.998,-0.855
cholecystectomy,cholecystectomy,-0.619,0,0.573,-0.844,-0.679
cholecystokinin,cholecystokinin,0.685,-0.898,0,0.765,0.783
choler,choler,-0.161,0.179,0.568,-0.612,-0.387
choleric,choleric,-0.124,0.13,0.646,-0.64,-0.427
cholesterol,cholesterol,0.074,0,-0.065,0.107,0.039
cholesterosis_cutis,cholesterosis cutis,-0.532,0,0.51,-0.727,-0.59
chondrodystrophy,chondrodystrophy,-0.526,0,0.651,-0.743,-0.64
chondroma,chondroma,-0.704,0,0.639,-0.56,-0.634
choose,choose,-0.04,0.339,-0.134,0.252,0.139
choose_book,choose book,-0.058,0,0,-0.055,-0.038
choose_color,choose color,-0.049,0.083,-0.109,0.154,0.026
choose_destination,choose destination,-0.083,0,0.032,0,-0.038
choose_eat,choose eat,-0.032,-0.004,0.043,-0.076,-0.049
choose_game,choose game,0,0.086,-0.06,0.134,0.053
choose_option,choose option,0,0.142,0,0.125,0.089
choose_seat,choose seat,-0.04,-0.082,0.092,-0.254,-0.101
choose_subject,choose subject,-0.071,0,0.02,-0.093,-0.061
choose_topic,choose topic,-0.072,0.132,0,0.062,0.041
choose_victim,choose victim,0,0,0.905,-0.783,-0.563
chop,chop,-0.045,-0.031,0,-0.061,-0.025
chop_down_tree,chop down tree,-0.889,0,0.778,-0.794,-0.82
chop_onion,chop onion,-0.059,0,-0.071,0,-0.043
chop_tree,chop tree,-0.039,-0.031,0.026,-0.068,-0.034
chop_vegetable,chop vegetable,-0.068,-0.01,0,-0.078,-0.045
chop_wood,chop wood,-0.068,-0.078,0.04,-0.185,-0.072
chopstick,chopstick,0.108,0,0.014,0,0.031
choral,choral,0.023,0.303,-0.087,0.261,0.167
chord,chord,0.056,-0.019,0.036,0.073,0.037
chore,chore,-0.05,0.197,-0.119,0.184,0.071
chorea,chorea,0.517,-0.84,0,0.587,0.648
chorus,chorus,0.023,0.303,-0.087,0.261,0.167
chow,chow,0.061,0,0,0.052,0.038
chowder,chowder,-0.024,-0.022,0.064,-0.071,-0.046
christ,christ,0,0,0,0.984,0.328
christian,christian,0.023,0.303,-0.087,0.261,0.167
christian_fundamentalist,christian fundamentalist,0,-0.004,0,-0.075,-0.024
christianity,christianity,0,0.245,0.017,0.244,0.157
christmas,christmas,0.855,0,0,0,0.285
christmas_gift,christmas gift,0.088,-0.099,-0.07,0.141,0.086
christmas_holiday,christmas holiday,0.856,0,0,0,0.285
christmas_present,christmas present,0.087,-0.28,-0.098,0.108,0.126
christmas_shop,christmas shop,0,-0.111,0.035,0,0.025
christmas_song,christmas song,0.758,0.856,0,0,0.538
christmas_stock,christmas stock,0,-0.023,0,0.07,0.031
christmas_time,christmas time,0.976,0,0,0,0.325
christmas_tree,christmas tree,0.856,0,0,0,0.285
christmas_tree_item,christmas tree item,0.856,0,0,0,0.285
chromatography,chromatography,0.838,-0.618,0,0.556,0.671
chrome,chrome,0.02,0.085,-0.056,0.085,0.045
chromosomal_aberration,chromosomal aberration,-0.859,0,0.936,-0.807,-0.867
chronic_bronchitis,chronic bronchitis,-0.788,0,0.993,-0.654,-0.812
chronic_gastritis,chronic gastritis,-0.959,0,0.729,-0.989,-0.892
chronic_kidney_failure,chronic kidney failure,-0.603,0,0.544,-0.539,-0.562
chronic_malaria,chronic malaria,-0.98,0,0.355,-0.93,-0.755
chronic_renal_failure,chronic renal failure,-0.603,0,0.544,-0.539,-0.562
chuck_out,chuck out,-0.711,0,0.954,-0.563,-0.743
chuckle,chuckle,0.173,0,-0.101,0,0.024
church,church,0,0.213,0.034,0.202,0.127
church_build,church build,0,0.183,0.047,0.25,0.129
church_head,church head,0.029,0.262,0,0.237,0.176
church_leader,church leader,0,0.181,0.038,0.161,0.101
church_official,church official,0.03,0.153,0,0.14,0.108
church_part,church part,0,0.215,0.046,0.228,0.132
church_person,church person,0,0.225,0,0.183,0.136
church_service,church service,0.032,0.255,0,0.28,0.189
churl,churl,-0.834,0,0.614,-0.769,-0.739
churn_up,churn up,-0.075,0.142,0.685,-0.668,-0.429
churr,churr,0.691,-0.973,0,0.771,0.812
chute,chute,-0.9,0,0.749,-0.719,-0.789
chutzpa,chutzpa,0.579,-0.677,0,0.662,0.639
chutzpah,chutzpah,0.579,-0.677,0,0.662,0.639
chutzpanik,chutzpanik,-0.953,0,0.581,-0.579,-0.704
cider,cider,0.079,-0.024,0.023,0,0.027
cigar,cigar,-0.999,0,0.056,-0.982,-0.679
cigar_band,cigar band,0.942,-0.61,0,0.908,0.82
cigarette,cigarette,0.057,-0.008,-0.087,-0.1,-0.041
cigarette_lighter,cigarette lighter,0,0.08,0,0,0.027
cigarette_smoke,cigarette smoke,0.047,0,-0.102,-0.06,-0.038
cinch,cinch,0.746,-0.678,0,0.529,0.651
cincture,cincture,-0.534,0,0.682,-0.748,-0.655
cinder,cinder,0.024,0,-0.095,-0.031,-0.034
cinderella,cinderella,-0.065,0.068,-0.123,-0.163,-0.094
cinema,cinema,0,0.08,0,0,0.027
cinema_verite,cinema verite,-0.859,0,0.514,-0.739,-0.704
cinquefoil,cinquefoil,0.969,-0.686,0,0.756,0.804
cipher,cipher,-0.529,0,0.821,-0.651,-0.667
circle,circle,0.023,-0.026,0.088,0.131,0.031
circle_part,circle part,0.088,0.148,0.047,0.103,0.097
circle_prey,circle prey,-0.048,-0.086,0.01,-0.105,-0.026
circle_shape,circle shape,0.041,-0.064,0.09,0.113,0.043
circuit,circuit,0.037,-0.082,-0.087,0.146,0.059
circular,circular,0.023,-0.026,0.088,0.131,0.031
circular_motion,circular motion,0.024,0.095,-0.054,0.291,0.119
circular_object,circular object,0.039,-0.105,0.111,0.071,0.035
circular_route,circular route,0.051,0.162,0.026,0,0.062
circular_shape,circular shape,0.032,-0.029,0.105,0.155,0.037
circularize,circularize,0.517,-0.672,0,0.549,0.579
circulate,circulate,0.517,-0.672,0,0.549,0.579
circulate_air,circulate air,0.305,0.195,0,0.129,0.21
circulate_blood,circulate blood,0,0.08,0,0,0.027
circulating_blood,circulating blood,0.046,-0.66,0,0.365,0.357
circulation,circulation,0,0.08,0,0,0.027
circumlocution,circumlocution,-0.89,0,0.669,-0.766,-0.775
circumspect,circumspect,0.625,-0.88,0,0.782,0.762
circumspection,circumspection,-0.805,0,0.65,-0.986,-0.814
circumstance,circumstance,-0.043,0.166,-0.194,0.213,0.047
circumstances,circumstances,0.981,-0.993,0,0.934,0.969
circus,circus,0.954,0,0,0,0.318
circus_act,circus act,0.106,-0.018,0,0,0.041
circus_performer,circus performer,0,0,0,0.987,0.329
cissy,cissy,-0.63,0,0.986,-0.946,-0.854
citation,citation,0,0.238,-0.246,0.302,0.098
cite,cite,0,0.238,-0.246,0.302,0.098
citizen,citizen,0.054,0.124,-0.076,0,0.034
citizens_committee,citizens committee,-0.549,0,0.863,-0.76,-0.724
citizien,citizien,0.046,0.076,-0.063,0.059,0.039
citrus,citrus,0.054,0.124,-0.076,0,0.034
citrus_fruit,citrus fruit,0.106,-0.018,0,0,0.041
city,city,0,0,0,0.104,0.035
city_area,city area,0.022,0,0.034,0.127,0.038
city_block,city block,0.106,-0.018,0,0,0.041
city_center,city center,-0.033,0.099,0.017,0.102,0.05
city_centre,city centre,0.048,0.077,0,-0.031,0.031
city_country,city country,0.02,0,0,0.081,0.034
city_hall,city hall,0.025,0.136,0,0,0.054
city_life,city life,0.022,0,0.034,0.127,0.038
city_park,city park,0.048,0.077,0,-0.031,0.031
city_road,city road,0.048,0.077,0,-0.031,0.031
city_street,city street,0,0,0.021,-0.056,-0.026
civic_center,civic center,0.048,0.077,0,-0.031,0.031
civil_action,civil action,0.804,-0.993,0,0.507,0.768
civil_disobedience,civil disobedience,-0.903,0,0.771,-0.995,-0.89
civil_libertarian,civil libertarian,0.677,-0.529,0,0.714,0.64
civil_war,civil war,-0.991,0,0.738,-0.947,-0.892
civility,civility,0,0.128,-0.049,0.064,0.048
civilization,civilization,0,0.08,0,0.117,0.066
clad,clad,-0.533,0,0.937,-0.802,-0.757
cladding,cladding,-0.965,0,0.899,-0.692,-0.852
clade,clade,-0.96,0,0.556,-0.872,-0.796
claim,claim,0,0.25,-0.227,0.281,0.101
clairvoyance,clairvoyance,-0.65,0,0.768,-0.985,-0.801
clam,clam,0,0.158,-0.123,0.359,0.131
clamor,clamor,0,0,0.958,-0.852,-0.603
clamp,clamp,0,-0.058,0.051,-0.102,-0.032
clamp_binder,clamp binder,0,-0.063,0.046,-0.089,-0.024
clamp_down,clamp down,-0.519,0,0.946,-0.995,-0.82
clan,clan,0.092,0.14,-0.098,0.128,0.087
clang,clang,0.056,-0.021,0,0.066,0.048
clannishness,clannishness,-0.948,0,0.687,-0.75,-0.795
clap,clap,0.147,-0.06,0,-0.087,0.04
clapping,clapping,0.857,-0.773,0,0.878,0.836
claptrap,claptrap,-0.544,0,0.7,-0.64,-0.628
claret,claret,0.59,-0.866,0,0.561,0.672
clarification,clarification,-0.125,0,0,-0.061,-0.062
clarify,clarify,-0.092,0.18,-0.046,0.141,0.061
clarity,clarity,0.833,0.927,0,0,0.587
clash,clash,-0.053,-0.037,-0.076,-0.241,-0.111
clash_together,clash together,-0.995,0,0.27,-0.98,-0.748
clasp,clasp,0,0.084,0,0,0.028
clasp_knife,clasp knife,0.818,-0.956,0,0.695,0.823
class,class,-0.078,0,0,0,-0.026
class_act,class act,0.77,-0.922,0,0.535,0.742
class_action,class action,-0.033,0.22,-0.099,0.21,0.099
class_feeling,class feeling,0,0,0,-0.744,-0.248
class_lesson,class lesson,0,0.98,0,0,0.327
classes,classes,0.061,-0.049,0,0,0.037
classic,classic,-0.052,-0.197,-0.179,0.219,0.062
classical,classical,0.136,-0.119,0.031,0,0.075
classical_music,classical music,0.802,0,0,0,0.267
classifiable,classifiable,0.935,-0.958,0,0.949,0.947
classification,classification,0.028,0.117,0.024,0.078,0.066
classify,classify,-0.076,0.331,-0.111,0.275,0.14
classify_ad,classify ad,0,-0.083,-0.054,0.099,0.043
classroom_chair,classroom chair,-0.028,-0.057,0,-0.098,-0.023
classy,classy,0.094,0,-0.11,0.297,0.094
clause,clause,-0.044,0.183,-0.168,0.33,0.1
claustrophobe,claustrophobe,-0.707,0,0.624,-0.653,-0.661
claver,claver,0.882,-0.678,0,0.769,0.776
clavichord,clavichord,0.033,0,0.009,0.057,0.027
claw,claw,0,-0.036,0.08,-0.057,-0.034
claws,claws,0,-0.01,0.041,-0.065,-0.032
claymore,claymore,0.93,-0.78,0,0.873,0.861
clean,clean,0.986,0,0,0,0.329
clean_agent,clean agent,0,0.134,-0.193,0.212,0.051
clean_air,clean air,0.85,0,0,0,0.283
clean_apartment,clean apartment,0.714,0,0,0,0.238
clean_bathroom,clean bathroom,0,0,0,-0.82,-0.273
clean_between_tooth,clean between tooth,-0.051,-0.017,0.012,-0.04,-0.029
clean_body,clean body,0.076,-0.008,0,0,0.028
clean_car,clean car,0,0,0.029,0.1,0.024
clean_carpet,clean carpet,0,0.733,0,0.784,0.506
clean_cloth,clean cloth,0.159,0,0.041,0.174,0.097
clean_clothes,clean clothes,0,0,0,0.068,0.023
clean_dish,clean dish,0.785,0,0,0.841,0.542
clean_fish,clean fish,0.029,0,0.042,-0.072,-0.028
clean_floor,clean floor,0,0,0,0.069,0.023
clean_hair,clean hair,0.986,0,0,0,0.329
clean_hand,clean hand,0,0,0,0.09,0.03
clean_house,clean house,0,0,0,0.069,0.023
clean_kitchen,clean kitchen,0.986,0,0,0,0.329
clean_lady,clean lady,0,0.073,-0.083,-0.085,-0.032
clean_laundry,clean laundry,0,0.133,0,0.206,0.113
clean_mess,clean mess,0.101,0,0.015,0.063,0.05
clean_mouth,clean mouth,0.046,-0.66,0,0.365,0.357
clean_object,clean object,0.813,0,0,0,0.271
clean_often,clean often,-0.027,0.165,-0.08,0.14,0.066
clean_oneself,clean oneself,0.076,-0.008,0,0,0.028
clean_oneself_up,clean oneself up,0.076,-0.008,0,0,0.028
clean_product,clean product,0.078,0,0,0.06,0.046
clean_room,clean room,0,0,0,-0.82,-0.273
clean_self,clean self,0.785,0,0,0.841,0.542
clean_shoes,clean shoes,0,0,0.012,0.151,0.046
clean_sink,clean sink,0,0,0,-0.97,-0.323
clean_skin,clean skin,0.025,-0.004,0.013,0.061,0.026
clean_supply,clean supply,0.159,0,0.041,0.174,0.097
clean_teeth,clean teeth,0.046,-0.66,0,0.365,0.357
clean_toilet,clean toilet,-0.124,-0.013,0,-0.07,-0.06
clean_tooth,clean tooth,0.046,-0.66,0,0.365,0.357
clean_underwear,clean underwear,0.998,0,0,0,0.333
clean_up,clean up,0.935,0,0,0,0.312
